Espèce,Numéro nomenclatural,Nom retenu,Numéro nomenclatural nom retenu,Numéro taxonomique,Famille,Referentiel taxonomique,Commune,Identifiant Commune,Date,Lieu-dit,Station,Milieu,Notes,Latitude,Longitude,Altitude,Référentiel Géographique,Lumière,Température,Continentalité,Humidité Atmosphérique,Humidité,Réaction (pH),Nutriments,Salinité,Texture,Matière Organique,Code Catminat,Syntaxon,ext:personneStructure,ext:personneService,ext:personneFonction,ext:adresse,ext:latitudeDebutRue,ext:longitudeDebutRue,ext:latitudeFinRue,ext:longitudeFinRue,ext:typoUrbaine,ext:revetementSol,ext:presenceZoneVegetalise,ext:hauteurBatimentAvoisinant,ext:intensiteGestion,ext:periodiciteTraitementPhyto,ext:itineraireGestion,ext:dateDerniereIntervention,ext:hauteurPlante,ext:resistanceTraitementPhyto,ext:vitesseCroissance,ext:perceptionTechnicien,ext:perceptionRiverainMauvaise,ext:coteRue,ext:apparence
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2011/04/24,,Bois de Montmort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2011/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
